IMO,NAME,TYPE,FLAG,ARRIV/TIME,BERTH,LPOC,NPOC,PORT,ARRI/DATE
9292230,BEIJING BRIDGE,CONTAINER SHIP,KOREA,520,SAPT-2,MUNDRA,KARACHI,KPT,8/9/2024
9229843,NINGBO EXPRESS,CONTAINER SHIP,LIBERIA,1305,SAPT-4,KARACHI,NHAVA SHEVA,KPT,8/9/2024
9229348,GSL NICOLETTA,CONTAINER SHIP,LIBERIA,1325,SAPT-1,PIPAVAV,KARACHI,KPT,8/9/2024
9753301,BEIRA,BULK CARRIER,MALTA,1725,EW-16+17,DUQM,KARACHI,KPT,8/9/2024
9167409,AMIR GAS,LPG TANKER,ST KITTS NEVIS,924,EVTL,AL BASRAH,PORT QASIM,PQA,8/9/2024
9710531,CP SHENZHEN,BULK CARRIER,MARSHALL ISLANDS,1224,MW-1,KARACHI,PORT QASIM,PQA,8/9/2024
9339856,ATLANTIC IBIS,CONTAINER SHIP,MARSHALL ISLANDS,1700,QICT-9,JEBEL ALI,PORT QASIM,PQA,8/9/2024
9442641,HOWES JOANNA,BULK CARRIER,LIBERIA,505,EW-14+15,KANDLA,KARACHI,KPT,11/9/2024
9304796,XIN FU ZHOU,CONTAINER SHIP,CHINA,1525,WW-28+29,COLOMBO,KARACHI,KPT,11/9/2024
9492787,LI DIAN 3,BULK CARRIER,CHINA,1545,EW-16+17,TIANJIN,KARACHI,KPT,11/9/2024
9363364,VANCOUVER,CONTAINER SHIP,CYPRUS,1620,WW-26+27,SINGAPORE,KARACHI,KPT,11/9/2024
9175767,ERDEK,OIL/CHEMICAL TANKER,TURKIYA,1655,EW-2,MUNDRA,KARACHI,KPT,11/9/2024
9359894,GULF JALMUDA,OIL/CHEMICAL TANKER,PANAMA,1730,EW-1,JEBEL ALI,KARACHI,KPT,11/9/2024
9111371,NEW LEVANT,BULK CARRIER,BELIZE,942,FAP,PORT SAID,PORT QASIM,PQA,11/9/2024
271052735,B.T MAZDOOR,BUOY TENDER,TURKIYE,1030,MW-3,PORT QASIM,KARACHI,PQA,11/9/2024
9285952,LUSAIL,LNG TANKER,BAHAMAS,1306,PGPCL,RAS LAFFAN,PORT QASIM,PQA,11/9/2024
9477804,MARATHOPOLIS,CONTAINER SHIP,MALTA,1330,QICT-7,NHAVA SHEVA,MUNDRA,PQA,11/9/2024
9550163,HPC VISION,BULK CARRIER,PANAMA,1405,FAP,RAS AL KHAIR,PORT QASIM,PQA,11/9/2024
9172753,MAYA GAS 1,LPG TANKER,COMOROS,1420,EVTL,SHARJAH,PORT QASIM,PQA,11/9/2024
7905857,KHAIRPUR,OIL PRODUCTS TANKER,PAKISTAN,1835,FOTCO,FUJAIRAH,PORT QASIM,PQA,11/9/2024
9450612,CMA CGM LA SCALA,CONTAINER SHIP,MALTA,1840,QICT-8,PORT QASIM,NHAVA SHEVA,PQA,11/9/2024
9890616,CL ANZI HE,BULK CARRIER,HONG KONG,1848,PIBT,MTWARA,PORT QASIM,PQA,11/9/2024
9955478,BOCHEM ROTTERDAM,OIL CHEMICAL TANKER,PORTUGAL,645,OP-2,KANDLA,KARACHI,KPT,12/9/2024
9189354,DIMITRIS Y,CONTAINER SHIP,LIBERIA,1630,SAPT-4,PORT KLANG,KARACHI,KPT,12/9/2024
9443164,TORM MALAYSIA,OIL/CHEMICAL TANKER,DENMARK,1200,LCT,NHAVA SHEVA,PORT QASIM,PQA,12/9/2024
9952713,ONE RECOMMENDATION,CONTAINER SHIP,HONG KONG,1536,QICT-9,NORFOLK,PORT QASIM,PQA,12/9/2024
9434668,AB SERENA,OIL/CHEMICAL TANKER,PANAMA,1800,EVTL,SHARJAH,PORT QASIM,PQA,12/9/2024
9236511,SM MAHI,CONTAINER SHIP,INDIA,840,SAPT-3,MUNDRA,KARACHI,KPT,13-09-2024
9699189,MAERSK SAN CLEMENTE,CONTAINER SHIP,SINGAPORE,900,SAPT-2,KARACHI,MUNDRA,KPT,13-09-2024
9243198,SOURCE BLESSING,CONTAINER SHIP,LIBERIA,1800,WW-28+29,JEBEL ALI,KARACHI,KPT,13-09-2024
9204477,JOANNA,CHEMICAL TANKER,HONG KONG,1815,EW-2,EI DEKHEILA,NANSHA,KPT,13-09-2024
8356778,JIHANG27,GENERAL CARGO,PANAMA,2200,EW-9+8,AL JUBAIL,KARACHI,KPT,13-09-2024
9408877,NAVIOS CONSTELLATION,CONTAINER SHIP,LIBERIA,2230,SAPT-4,MUNDRA,KARACHI,KPT,13-09-2024
9699294,JABAL SAMHAN,BULK CARRIER,MARSHALL ISLANDS,2345,EW-13+14,HOUSTON,KARACHI,KPT,13-09-2024
9573804,AMMOS,BULK CARRIER,BAHAMAS,1305,MW-2,PORT QASIM,SIMAISMA,PQA,13-09-2024
9515723,CLIPPER LIS,BULK CARRIER,MARSHALL ISLANDS,1350,MW-1,HAZIRA,PORT QASIM,PQA,13-09-2024
9251171,EPIC BURANO,LPG TANKER,SINGAPORE,1848,EVTL,DUQM ANCH,PORT QASIM,PQA,13-09-2024
9742168,HMM PROMISE,CONTAINER SHIP,KOREA,1010,SAPT-3,NHAVA SHEVA,KARACHI,KPT,14-09-2024
9084229,ROYAL O,BULK CARRIER,ST KITTS NEVIS,1115,WW-25,novorossIYSK,KARACHI,KPT,14-09-2024
9849992,TORM ELISE,OIL/CHEMICAL TANKER,DENMARK,1145,OP-1,FUJAIRAH,KARACHI,KPT,14-09-2024
9537381,OMEGA S,BULK CARRIER,MARSHALL ISLANDS,1800,EW-10+11,FUJAIRAH,KARACHI,KPT,14-09-2024
9292149,API BHUM,CONTAINER SHIP,SINGAPORE,2035,SAPT-4,MUNDRA,KARACHI,KPT,14-09-2024
9345958,NAVIOS JASMINE,CONTAINER SHIP,PANAMA,2055,WW-28+29,JEBEL ALI,KARACHI,KPT,14-09-2024
9320441,JOLLY VERDE,CONTAINER SHIP,JOLLY VERDE,2140,EW-6+7,MUNDRA,KARACHI,KPT,14-09-2024
9336842,SHALAMAR,CRUDE OIL TANKER,PAKISTAN,2200,OP-2,DAS ISLAND,KARACHI,KPT,14-09-2024
9580405,NAVE ANDROMEDA,OIL PRODUCTS TANKER,LIBERIA,924,FOTCO,SINGAPORE,PORT QASIM,PQA,14-09-2024
9875379,X PRESS ALTAIR,CONTAINER SHIP,SINGAPORE,1724,QICT-9,JEBEL ALI,PORT QASIM,PQA,14-09-2024
LPG FSM,BAKER RIVER,BULK CARRIER,HONG KONG,310,EW-11+12,KHALIFA,KARACHI,KPT,16-09-2024
9462029,APL SALALAH,CONTAINER SHIP,SINGAPORE,1035,SAPT-4,JEBEL ALI,KARACHI,KPT,16-09-2024
9336191,INDEPENDENT SPIRIT,CONTAINER SHIP,GERMANY,1040,EW-9+8,DAMMAM,KARACHI,KPT,16-09-2024
9594884,BOLAN,OIL PRODUCTS TANKER,PAKISTAN,2235,OP-2,FUJAIRAH,KARACHI,KPT,16-09-2024
9938872,ZHONG GU JI NAN,CONTAINER SHIP,CHINA,2245,SAPT-3,MUNDRA,KARACHI,KPT,16-09-2024
9146120,MUMBAI,CEMENT CARRIER,NAURU,935,WW-25,PORT LOUIS,KARACHI,KPT,17-09-2024
9175767,ERDEK,OIL/CHEMICAL TANKER,TURKIYE,940,EW-1,MUNDRA,KARACHI,KPT,17-09-2024
9938884,ZHONG GU NAN NING,CONTAINER SHIP,CHINA,1130,SAPT-2,NHAVA SHEVA,KARACHI,KPT,17-09-2024
9618290,MSC ADELAIDE,CONTAINER SHIP,PANAMA,1150,SAPT-1,MUNDRA,KARACHI,KPT,17-09-2024
9571416,LADY KATERINA,BULK CARRIER,BAHAMAS,2330,EW-13+14,KUANTAN,KARACHI,KPT,17-09-2024
9930519,PS STARS,OIL/CHEMICAL TANKER,MARSHALL ISLANDS,936,LCT,ABU DHABI,PORT QASIM,PQA,17-09-2024
9853618,BELFORTE,BULK CARRIER,SINGAPORE,945,PIBT,MAPUTO,PORT QASIM,PQA,17-09-2024
9393084,BAM BAM,CRUDE OIL TANKER,LIBERIA,1010,FOTCO,MINA ABD ALLAH,PORT QASIM,PQA,17-09-2024
9166780,MSC ELLEN,CONTAINER SHIP,LIBERIA,1725,QICT-9,NHAVA SHEVA,PORT QASIM,PQA,17-09-2024
9932713,CHEMROAD JUPITER,OIL/CHEMICAL TANKER,PANAMA,1812,EVTL,JORF LASFAR,PORT QASIM,PQA,17-09-2024
9484936,EXPRESS ROME,CONTAINER SHIP,LIBERIA,20,SAPT-2,JEBEL ALI,KARACHI,KPT,19-09-2024
9397705,YIN NENG,BULK CARRIER,CHINA,55,EW-11+12,XIAMEN,KARACHI,KPT,19-09-2024
1014137,CHARIOTEER,CARGO,PANAMA,135,EW-14+15,MUMBAI,KARACHI,KPT,19-09-2024
9182019,STAR BLESSING,CONTAINER SHIP,PANAMA,425,EW-9+8,JEBEL ALI,KARACHI,KPT,19-09-2024
9628336,KOTA LOCENG,CONTAINER SHIP,SINGAPORE,1145,SAPT-3,MUNDRA,KARACHI,KPT,19-09-2024
9124677,GLUON,CONTAINER SHIP,ST KITTS NEVIS,1150,WW-28+29,JEBEL ALI,KARACHI,KPT,19-09-2024
8671104,XIN LIAN CHANG,GENERAL CARGO,PANAMA,1225,WW-29+30,JEBEL ALI,KARACHI,KPT,19-09-2024
9416109,SONGA WINDS,OIL/CHEMICAL TANKER,MARSHALL ISLANDS,1240,OP-2,KANDLA,KARACHI,KPT,19-09-2024
9612882,TIRUA,CONTAINER SHIP,LIBERIA,1210,QICT-9,JEBEL ALI,PORT QASIM,PQA,19-09-2024
9428334,PEACE ONE,OIL/CHEMICAL TANKER,HONG KONG,1500,LCT,NHAVA SHEVA,PORT QASIM,PQA,19-09-2024
9952737,ONE RELIABILITY,CONTAINER SHIP,HONG KONG,1920,QICT-7,PIPAVAV,PORT QASIM,PQA,19-09-2024
9842346,ZHONG GU BO HAI,CONTAINER SHIP,CHINA,1925,QICT-8,JEBEL ALI,PORT QASIM,PQA,19-09-2024
9779953,ADVANTAGE ANGEL,CRUDE OIL TANKER,MARSHALL ISLANDS,2020,FOTCO,SINGAPORE,PORT QASIM,PQA,19-09-2024
9419137,SIVAS,CRUDE OIL TANKER,PANAMA,190800 SEP,SPM BERTH,YALOVA,SPM KARACHI,SPM,19-09-2024
9392559,SPIL CITRA,CONTAINER SHIP,PANAMA,50,EW-9+8,MUNDRA,KARACHI,KPT,20-09-2024
9438640,PVT DIAMOND,BULK CARRIER,PANAMA,55,EW-14+15,COLOMBO,KARACHI,KPT,20-09-2024
9704661,GFS GISELLE,CONTAINER SHIP,SINGAPORE,1330,SAPT-4,MUNDRA,KARACHI,KPT,20-09-2024
9212125,ONE HOPE,BULK CARRIER,PANAMA,1355,EW-13+14,BAYUQUAN,KARACHI,KPT,20-09-2024
9656137,X PRESS ODYSSEY,CONTAINER SHIP,SINGAPORE,1410,SAPT-3,PIPAVAV,KARACHI,KPT,20-09-2024
9827944,GALL,OIL/CHEMICAL TANKER,LIBERIA,1510,OP-2,MUNDRA,KARACHI,KPT,20-09-2024
9952737,ONE RELIABILITY,CONTAINER SHIP,HONG KONG,1550,SAPT-2+3,PORT QASIM,KARACHI,KPT,20-09-2024
9842346,ZHONG GU BO HAI,CONTAINER SHIP,CHINA,1710,WW-28+29,PORT QASIM,KARACHI,KPT,20-09-2024
9425930,DIONI,BULK CARRIER,LIBERIA,2350,EW-10+11,HAZIRA,KARACHI,KPT,20-09-2024
9132791,AL JASRA,LNG TANKER,MARSHALL ISLANDS,1136,EETL,PORT QASIM,SIMAISMA,PQA,20-09-2024
9320300,ATN VICTORY,BULK CARRIER,VIETNAM,1230,MW-2,PORT QASIM,SIMAISMA,PQA,20-09-2024
9618290,MSC ADELAIDE,CONTAINER SHIP,PANAMA,1600,QICT-9,KARACHI,PORT QASIM,PQA,20-09-2024
9237008,ROBERTA,BULK CARRIER,MARSHALL ISLANDS,1918,FAP,KHOR AL ZUBAIR,UMM QASR,PQA,20-09-2024
9412957,HTK LOTUS,BULK CARRIER,VIETNAM,325,EW-13+14,DAHEJ,KARACHI,KPT,23-09-2024
9360453,MARDAN,CRUDE OIL TANKER,PAKISTAN,1455,OP-1,RAS TANURA,KARACHI,KPT,23-09-2024
9438640,PVT DIAMOND,BULK CARRIER,PANAMA,2000,EW-14+15,COLOMBO,KARACHI,KPT,23-09-2024
9241918,TSS AMBER,CONTAINER SHIP,PANAMA,915,QICT-5,SALALAH,PORT QASIM,PQA,23-09-2024
9255854,MILAHA RAS LAFFAN,LNG TANKER,MALTA,1100,PGPCL,RAS LAFFAN,PORT QASIM,PQA,23-09-2024
9320312,ATN UNITY,BULK CARRIER,PANAMA,1250,MW-1,LUMUT ,PORT QASIM,PQA,23-09-2024
9321160,KITION M,OIL PRODUCTS TANKER,PANAMA,1930,FOTCO,TANJUNG PELEPAS,PORT QASIM,PQA,23-09-2024
9360465,SARGODHA,CRUDE OIL TANKER,PAKISTAN,510,OP-2,MUNDRA,KARACHI,KPT,24-09-2024
9339856,CAPE ANDREAS,CONTAINER SHIP,LIBERIA,735,SAPT-1,PORT LOUIS,KARACHI,KPT,24-09-2024
9299044,TOMINI ENTITY,BULK CARRIER,MARSHALL ISLANDS,1040,EW-16+17,MUNDRA,KARACHI,KPT,24-09-2024
9289128,KOI,CONTAINER SHIP,LIBERIA,1605,SAPT-2,NHAVA SHEVA,KARACHI,KPT,24-09-2024
9307176,MARIA GLORY,OIL/CHEMICAL TANKER,MARSHALL ISLANDS,1630,OP-3,MUNDRA,KARACHI,KPT,24-09-2024
9253129,ADDISON,CONTAINER SHIP,KOREA,1700,EW-9+8,KUANTAN,KARACHI,KPT,24-09-2024
9712967,MAERSK DURBAN,CONTAINER SHIP,USA,810,QICT-7,ABU DHABI,PORT QASIM,PQA,24-09-2024
9712967,ATLANTIC IBIS,CONTAINER SHIP,MARSHALL ISLANDS,900,QICT-5,MAPUTO,PORT QASIM,PQA,24-09-2024
9712967,MSC MAEVA,CONTAINER SHIP,PANAMA,905,QICT-8,MINA ABD ALLAH,PORT QASIM,PQA,24-09-2024
9712967,BENTLEY I,OIL/CHEMICAL TANKER,PANAMA,1215,LCT,NHAVA SHEVA,PORT QASIM,PQA,24-09-2024
9712967,AL DEEBEL,LNG TANKER,BAHAMAS,1242,EETL,JORF LASFAR,PORT QASIM,PQA,24-09-2024
9712967,SCARABE,BULK CARRIER,GREECE,1520,PIBT,PORT QASIM,PORT QASIM,PQA,24-09-2024
9409182,KMTC DELHI,CONTAINER SHIP,KOREA,625,SAPT-4,NHAVA SHEVA,KARACHI,KPT,25-09-2024
8357485,XIN LONG YUN 55,CONTAINER SHIP,PANAMA,635,WW-26+27,SHARJAH,KARACHI,KPT,25-09-2024
9339856,ATLANTIC IBIS,CONTAINER SHIP,MARSHALL ISLANDS,710,WW-28+29,SOHAR,PORT QASIM,KPT,25-09-2024
9285471,MSC TIANJIN,CONTAINER SHIP,LIBERIA,1730,SAPT-3,KARACHI ANCH,KARACHI,KPT,25-09-2024
9896971,XIN LONG YUN 58,CONTAINER SHIP,PANAMA,1735,EW-6+7,JEBEL ALI,ORDER,KPT,25-09-2024
9525352,MAERSK CAPE TOWN,CONTAINER SHIP,SINGAPORE,1248,QICT-8,NHAVA SHEVA,PORT QASIM,PQA,25-09-2024
9217618,FORZA ROMA,GENERAL CARGO,BARBADOS,1530,FAP,RAS AL KHAIR,PORT QASIM,PQA,25-09-2024
9238806,SSL BRAHMAPUTRA,CONTAINER SHIP,INDIA,1540,QICT-5,JEBEL ALI,PORT QASIM,PQA,25-09-2024
9735634,HAFNIA EXPRESS,CRUDE OIL TANKER,SINGAPORE,2015,FOTCO,SOHAR,PORT QASIM,PQA,25-09-2024
9333656,ICE FIGHTER,CRUDE OIL TANKER,LIBERIA,820,OP-2,SINGAPORE ANCH,KARACHI,KPT,26-09-2024
9336842,SHALAMAR,CRUDE OIL TANKER,PAKISTAN,850,OP-1,DAS ISLAND,KARACHI,KPT,26-09-2024
9449819,CMA CGM CENDRILLON,CONTAINER SHIP,MALTA,1000,SAPT-2,NHAVA SHEVA,KARACHI,KPT,26-09-2024
9435674,UAFL LIBERTY,CONTAINER SHIP,LIBERIA,1225,EW-4,NHAVA SHEVA,KARACHI,KPT,26-09-2024
9967419,X PRESS CAPELLA,CONTAINER SHIP,SINGAPORE,1745,SAPT-4,NHAVA SHEVA,KARACHI,KPT,26-09-2024
9796274,JARU BHUM,CONTAINER SHIP,THAILAND,1950,EW-9+8,JEBEL ALI,KARACHI,KPT,26-09-2024
9629445,CAP ANDREAS,CONTAINER SHIP,LIBERIA,1230,QICT-5,KARACHI,PORT QASIM,PQA,26-09-2024
9447859,TENO,CONTAINER SHIP,LIBERIA,1230,QICT-8,SAVANNAH,PORT QASIM,PQA,26-09-2024
9887372,SOLAR ROMA,OIL CHEMICAL TANKER,LIBERIA,1330,LCT,COLOMBO,PORT QASIM,PQA,26-09-2024
9699282,OSLO EAGLE,BULK CARRIER,MARSHALL ISLANDS,1350,MW-4,MAPUTO,PORT QASIM,PQA,26-09-2024
9560364,SAN FRANCISCO BRIDGE,CONTAINER SHIP,PANAMA,1600,QICT-7,NORFOLK,PORT QASIM,PQA,26-09-2024
9172753,MAYA GAS 1,LPG TANKER,COMOROS,1800,EVTL,SHARJAH ANCH,PORT QASIM,PQA,26-09-2024
9717383,SEA HARVEST,OIL/CHEMICAL TANKER,HONG KONG,900,EW-1,SINGAPORE,SINGAPORE ANCH,KPT,28-09-2024
9973200,HEMMA BHUM,CARGO,SINGAPORE,1100,SAPT-1,MUNDRA,KARACHI,KPT,28-09-2024
9623843,X PRESS ANGLESEY,CONTAINER SHIP,LIBERIA,2215,SAPT-4,PORT QASIM,KARACHI,KPT,28-09-2024
9188154,EVER UTILE,CONTAINER SHIP,PANAMA,2230,WW-26+27,JEBEL ALI,KARACHI,KPT,28-09-2024
9572575,GOLDEN UNITY,OIL/CHEMICAL TANKER,PANAMA,2300,OP-2,TUTICORIN,KARACHI,KPT,28-09-2024
9189366,MSC TAVVISHI,CONTAINER SHIP,LIBERIA,905,QICT-9,MUNDRA,PORT QASIM,PQA,28-09-2024
9390965,VICTORIA KOSAN,LPG TANKER,SINGAPORE,1300,EVTL,YANGPU,PORT QASIM,PQA,28-09-2024
9783930,SOUTHERN LEADER,CRUDE OIL TANKER,PANAMA,2006,FOTCO,MAP TA PHUT,PORT QASIM,PQA,28-09-2024
9292266,GRACE BRIDGE,CONTAINER SHIP,KOREA,140,SAPT-2,MUNDRA,KARACHI,KPT,29-09-2024
9335185,COSCO NEW YORK,CONTAINER SHIP,PANAMA,1040,WW-28+29,COLOMBO,KARACHI,KPT,29-09-2024
9323510,HMM BANGKOK,CONTAINER SHIP,KOREA,1100,SAPT-3,NHAVA SHEVA,KARACHI,KPT,29-09-2024
9504279,CAPTAIN GRIGORIY VOVCHUK,CARGO/ CONTAINER SHIP,PANAMA,1120,WW-24,DUQM,KARACHI,KPT,29-09-2024
9730270,BRIGITTE,BULK CARRIER,CYPRUS,1200,EW-13+14,CASABLANCA,KARACHI,KPT,29-09-2024
9515292,DS COUGAR,OIL/CHEMICAL TANKER,KOREA,1225,EW-2,NHAVA SHEVA,KARACHI,KPT,29-09-2024
9461477,CYPRESS,CONTAINER SHIP,LIBERIA,2045,SAPT-1,JEBEL ALI,KARACHI,KPT,29-09-2024
9442562,TG GEMINI,CHEMICAL TANKER,LIBERIA,2150,OP-3,AL JUBAIL,KARACHI,KPT,29-09-2024
9270555,QUETTA,CRUDE OIL TANKER,PAKISTAN,2240,OP-1,RAS TANURA,KARACHI,KPT,29-09-2024
9256200,FUWAIRIT,LNG TANKER,BAHAMAS,1000,EETL,RAS LAFFAN,PORT QASIM,PQA,29-09-2024
9085534,KOTKA,CONTAINER SHIP,LIBERIA,1242,QICT-9,NHAVA SHEVA,PORT QASIM,PQA,29-09-2024
9842346,ZHONG GU BO HAI,CONTAINER SHIP,CHINA,1645,QICT-7,SOHAR,PORT QASIM,PQA,29-09-2024
9360697,APOLLON D,CONTAINER SHIP,PORTUGAL,2345,QICT-5,SALALAH,PORT QASIM,PQA,29-09-2024
9399210,CMA CGM PEGASUS,CONTAINER SHIP,MALTA,1110,SAPT-2,KHALIFA,KARACHI,KPT,30-09-2024
9725122,HYUNDAI MARS,CONTAINER SHIP,UNITED KINGDOM,1140,SAPT-3,ALGECIRAS,KARACHI,KPT,30-09-2024
9842346,ZHONG GU BO HAI,CONTAINER SHIP,CHINA,1210,WW-29+30,PORT QASIM,KARACHI,KPT,30-09-2024
9336191,INDEPENDENT SPIRIT,CONTAINER SHIP,GERMANY,1240,EW-8+9,JEBEL ALI,KARACHI,KPT,30-09-2024
9367413,ORCHID SYLT,OIL/CHEMICAL TANKER,MARSHALL ISLANDS,1315,EW-2,MESAIEED,KARACHI,KPT,30-09-2024
9496628,YM EXPRESS,CONTAINER SHIP,LIBERIA,2230,WW-26+27,SINGAPORE,KARACHI,KPT,30-09-2024
9967445,X PRESS CARINA,CONTAINER SHIP,SINGAPORE,2235,SAPT-4,MUNDRA,KARACHI,KPT,30-09-2024
9539482,SAFEEN POWER,CONTAINER SHIP,MARSHALL ISLANDS,2245,WW-28+29,JEBEL ALI,KARACHI,KPT,30-09-2024
9902835,NORD MAJESTIC,OIL/CHEMICAL TANKER,SINGAPORE,2300,OP-3,FUJAIRAH,KARACHI,KPT,30-09-2024
9522867,ASHICO VICTORIA,GENERAL CARGO,PANAMA,1200,FAP,KHALIFA,PORT QASIM,PQA,30-09-2024
9154191,MSC POSITANO,CONTAINER SHIP,LIBERIA,1530,QICT-9,MUNDRA,PORT QASIM,PQA,30-09-2024
9733363,ALDEN,OIL/CHEMICAL TANKER,NORWAY,2048,EVTL,AL JUBAIL,PORT QASIM,PQA,30-09-2024
